"subj","item","trial","F","P","Q","lQ","lT","rt","speed"
"S54","RUBBER",127,"LF","rel","clr","clr","WD",481,2.079002079002079
"S54","BEST",128,"HF","unr","deg","clr","WD",520,1.9230769230769231
"S54","HABIT",132,"LF","rel","clr","clr","NW",470,2.127659574468085
"S54","BOARD",136,"HF","unr","clr","deg","NW",488,2.0491803278688523
"S54","JAIL",137,"LF","unr","deg","clr","WD",510,1.9607843137254901
"S54","FINAL",138,"HF","unr","deg","deg","WD",552,1.8115942028985508
"S54","SMOKE",140,"HF","rel","clr","clr","NW",432,2.314814814814815
"S54","WASH",141,"LF","unr","deg","clr","WD",683,1.4641288433382138
"S54","REEF",142,"LF","rel","deg","deg","WD",557,1.7953321364452424
"S54","SOCCER",143,"LF","unr","clr","deg","WD",1267,0.7892659826361483
"S54","GLUE",146,"LF","unr","deg","deg","NW",730,1.36986301369863
"S54","FRUIT",148,"LF","unr","clr","deg","NW",574,1.7421602787456445
"S54","GOAL",149,"LF","unr","deg","clr","WD",871,1.148105625717566
"S54","OPEN",151,"HF","unr","deg","clr","NW",781,1.2804097311139564
"S54","ACHE",152,"LF","unr","clr","deg","WD",640,1.5625
"S54","ORANGE",155,"LF","rel","clr","clr","NW",694,1.440922190201729
"S54","HEAT",156,"LF","rel","clr","clr","WD",616,1.6233766233766234
"S54","BLADE",158,"LF","unr","clr","clr","NW",522,1.9157088122605364
"S54","FIELD",159,"HF","unr","deg","clr","WD",680,1.4705882352941178
"S54","GLORY",162,"LF","unr","deg","deg","NW",531,1.8832391713747645
"S54","TIGER",165,"LF","unr","clr","deg","NW",500,2.0
"S54","FLOWER",167,"LF","rel","clr","deg","NW",515,1.941747572815534
"S54","GUILTY",169,"LF","unr","deg","deg","NW",684,1.4619883040935673
"S54","GAMBLE",170,"HF","rel","clr","deg","WD",521,1.9193857965451055
"S54","BUNNY",172,"LF","rel","deg","deg","NW",609,1.6420361247947455
"S54","HOTEL",175,"HF","rel","deg","clr","NW",555,1.8018018018018018
"S54","FISH",177,"LF","unr","clr","clr","NW",497,2.0120724346076457
"S54","PURPLE",178,"LF","rel","clr","clr","WD",490,2.0408163265306123
"S54","BRAVE",183,"LF","unr","deg","deg","NW",559,1.7889087656529516
"S54","PRESENT",185,"HF","rel","clr","deg","NW",635,1.5748031496062993
"S54","BIRD",186,"LF","rel","deg","clr","WD",645,1.550387596899225
"S54","BANANA",187,"LF","rel","deg","deg","WD",585,1.7094017094017093
"S54","KING",188,"LF","unr","clr","deg","WD",628,1.5923566878980893
"S54","GIRL",190,"HF","unr","clr","clr","NW",457,2.1881838074398248
"S54","JOKE",199,"LF","rel","clr","deg","NW",445,2.247191011235955
"S54","DEFEND",200,"LF","unr","clr","clr","WD",635,1.5748031496062993
"S54","HOSTAGE",201,"LF","unr","clr","clr","WD",545,1.834862385321101
"S54","FEMALE",203,"HF","rel","deg","deg","NW",517,1.9342359767891684
"S54","HORSE",205,"HF","rel","clr","clr","NW",434,2.304147465437788
"S54","RULER",206,"LF","rel","clr","clr","WD",652,1.5337423312883436
"S54","PEOPLE",207,"HF","rel","deg","clr","WD",500,2.0
"S54","BEAR",208,"HF","unr","clr","deg","WD",461,2.1691973969631237
"S54","SEAT",211,"HF","rel","deg","clr","NW",451,2.2172949002217295
"S54","CHEAT",212,"LF","rel","clr","deg","WD",452,2.2123893805309733
"S54","SECOND",214,"HF","unr","deg","clr","NW",450,2.2222222222222223
"S54","CHEAP",215,"LF","rel","deg","deg","WD",497,2.0120724346076457
"S54","WORD",216,"HF","rel","clr","deg","WD",506,1.976284584980237
"S54","FACE",217,"HF","rel","deg","clr","WD",500,2.0
"S54","PUSH",220,"LF","rel","clr","clr","NW",492,2.032520325203252
"S54","LIQUID",224,"HF","unr","deg","deg","NW",520,1.9230769230769231
"S54","FRIEND",226,"HF","unr","clr","deg","NW",635,1.5748031496062993
"S54","SCHOOL",227,"HF","rel","clr","clr","WD",574,1.7421602787456445
"S54","CIRCLE",228,"HF","rel","clr","clr","WD",517,1.9342359767891684
"S54","LEAD",232,"HF","rel","clr","clr","NW",516,1.937984496124031
"S54","HOLD",236,"HF","rel","deg","clr","NW",612,1.6339869281045751
"S54","FROG",237,"LF","rel","deg","deg","WD",660,1.5151515151515151
"S54","FINGER",239,"HF","unr","clr","clr","NW",546,1.8315018315018314
"S54","SIGN",240,"LF","unr","deg","clr","WD",549,1.8214936247723132
"S54","SAND",242,"LF","unr","deg","deg","WD",520,1.9230769230769231
"S54","TELL",245,"HF","unr","deg","clr","NW",560,1.7857142857142858
"S54","HINT",246,"LF","unr","deg","deg","WD",646,1.5479876160990713
"S54","PICK",247,"HF","unr","deg","deg","WD",540,1.8518518518518519
"S54","MELT",248,"LF","rel","clr","deg","WD",557,1.7953321364452424
"S54","YEAR",249,"HF","unr","clr","clr","WD",579,1.7271157167530224
"S54","FIGHT",256,"HF","unr","deg","clr","NW",533,1.876172607879925
"S54","SWIM",258,"LF","rel","deg","clr","NW",557,1.7953321364452424
"S54","HAVE",260,"HF","rel","deg","deg","NW",502,1.9920318725099602
"S54","HANDS",261,"HF","unr","clr","deg","WD",516,1.937984496124031
"S54","CORN",262,"LF","rel","deg","clr","WD",481,2.079002079002079
"S54","TIRED",263,"HF","unr","clr","deg","WD",502,1.9920318725099602
"S54","THIEF",264,"LF","unr","clr","clr","WD",450,2.2222222222222223
"S54","PULL",265,"HF","rel","clr","clr","WD",434,2.304147465437788
"S54","SPOT",266,"HF","unr","deg","clr","WD",541,1.8484288354898337
"S54","LIKE",268,"HF","unr","deg","deg","NW",498,2.0080321285140563
"S54","MAIL",269,"LF","rel","deg","deg","WD",507,1.9723865877712032
"S54","MORE",272,"HF","unr","deg","clr","NW",457,2.1881838074398248
"S54","DUCK",273,"LF","unr","deg","deg","WD",602,1.6611295681063123
"S54","SCARE",277,"LF","unr","clr","deg","NW",699,1.4306151645207439
"S54","INSECT",279,"LF","rel","clr","clr","NW",501,1.996007984031936
"S54","STRONG",280,"HF","rel","deg","clr","WD",546,1.8315018315018314
"S54","HEART",281,"HF","unr","clr","deg","WD",453,2.207505518763797
"S54","FORGIVE",282,"LF","unr","deg","clr","WD",564,1.7730496453900708
"S54","SORRY",283,"HF","rel","deg","deg","WD",493,2.028397565922921
"S54","JUMP",287,"LF","unr","deg","clr","NW",577,1.733102253032929
"S54","SCENT",288,"LF","rel","clr","deg","WD",540,1.8518518518518519
"S54","ENGINE",291,"HF","rel","clr","clr","NW",469,2.1321961620469083
"S54","WOOL",292,"LF","rel","deg","clr","WD",712,1.404494382022472
"S54","MORNING",297,"HF","unr","clr","deg","NW",538,1.858736059479554
"S54","SAME",299,"HF","rel","clr","clr","NW",568,1.7605633802816902
"S54","RIGHT",300,"HF","rel","clr","clr","WD",912,1.0964912280701755
"S54","SNAKE",301,"LF","unr","clr","clr","WD",540,1.8518518518518519
"S54","PARTY",303,"HF","rel","clr","deg","NW",513,1.949317738791423
"S54","BALLOON",306,"LF","rel","clr","deg","NW",552,1.8115942028985508
"S54","THINK",308,"HF","rel","deg","deg","NW",534,1.8726591760299625
"S54","TRAIN",309,"LF","rel","deg","deg","WD",534,1.8726591760299625
"S54","ALONE",310,"HF","unr","clr","deg","WD",518,1.9305019305019304
"S54","HUNGER",313,"LF","unr","deg","deg","NW",573,1.7452006980802792
"S54","THREAD",316,"LF","unr","clr","deg","NW",495,2.0202020202020203
"S54","FRIGHT",324,"LF","rel","deg","deg","NW",642,1.557632398753894
"S54","LONG",325,"HF","rel","deg","deg","WD",857,1.1668611435239207
"S54","NICE",331,"LF","unr","deg","deg","NW",564,1.7730496453900708
"S54","PINT",332,"LF","rel","clr","deg","WD",539,1.8552875695732838
"S54","UGLY",333,"LF","unr","clr","clr","WD",542,1.845018450184502
"S54","FRONT",334,"HF","unr","deg","clr","WD",561,1.7825311942959001
"S54","WEIGHT",335,"LF","unr","clr","deg","WD",519,1.9267822736030829
"S54","PLANE",336,"HF","unr","clr","clr","WD",499,2.004008016032064
"S54","KNOW",338,"HF","rel","clr","deg","NW",433,2.3094688221709005
"S54","WRITE",339,"HF","unr","deg","clr","WD",587,1.7035775127768313
"S54","ANSWER",342,"HF","unr","clr","deg","NW",490,2.0408163265306123
"S54","CARE",343,"HF","unr","deg","clr","WD",690,1.4492753623188406
"S54","OVEN",346,"LF","rel","deg","deg","NW",563,1.7761989342806395
"S54","ANGER",349,"LF","rel","deg","deg","NW",492,2.032520325203252
"S54","COLD",356,"HF","unr","clr","deg","NW",502,1.9920318725099602
"S54","FLOOR",361,"HF","unr","deg","deg","NW",763,1.3106159895150722
"S54","COAT",362,"LF","rel","deg","deg","WD",586,1.7064846416382253
"S54","HAND",363,"HF","rel","clr","deg","WD",500,2.0
"S54","CITY",364,"HF","unr","deg","clr","WD",559,1.7889087656529516
"S54","ROCKET",366,"LF","rel","clr","deg","NW",579,1.7271157167530224
"S54","MOUSE",368,"LF","unr","deg","deg","NW",566,1.7667844522968197
"S54","SHOE",369,"LF","unr","deg","deg","WD",715,1.3986013986013985
"S54","DUMB",372,"LF","unr","clr","clr","NW",708,1.4124293785310735
"S54","COWBOY",373,"LF","unr","clr","clr","WD",760,1.3157894736842106
"S54","CHANGE",378,"HF","rel","clr","deg","NW",508,1.968503937007874
"S54","BACK",380,"HF","rel","clr","clr","NW",506,1.976284584980237
"S54","NUMBER",382,"HF","rel","deg","clr","NW",539,1.8552875695732838
"S54","BREAD",386,"LF","unr","clr","clr","NW",503,1.9880715705765408
"S54","SEAFOOD",387,"LF","unr","clr","clr","WD",514,1.9455252918287937
"S54","DARK",388,"HF","unr","clr","clr","WD",462,2.1645021645021645
"S54","BATH",390,"LF","rel","deg","deg","NW",438,2.2831050228310503
"S54","ROUND",391,"LF","rel","deg","deg","WD",595,1.680672268907563
"S54","CRASH",395,"LF","rel","clr","clr","NW",533,1.876172607879925
"S54","SLIMY",397,"LF","unr","deg","deg","NW",826,1.2106537530266344
"S54","STUDY",399,"HF","unr","deg","deg","NW",625,1.6
"S54","WHITE",400,"HF","rel","deg","deg","WD",533,1.876172607879925
"S54","MATH",402,"LF","rel","clr","clr","NW",584,1.7123287671232876
"S54","DONKEY",403,"LF","rel","deg","clr","WD",723,1.3831258644536653
"S54","VAMPIRE",409,"LF","unr","clr","deg","NW",657,1.5220700152207
"S54","COST",410,"HF","unr","deg","clr","WD",570,1.7543859649122806
"S54","HEAD",414,"HF","rel","clr","deg","NW",472,2.1186440677966103
"S54","PANTS",415,"LF","rel","deg","clr","WD",668,1.4970059880239521
"S54","BELL",416,"LF","rel","clr","deg","WD",599,1.669449081803005
"S54","NERVOUS",418,"LF","rel","clr","deg","NW",589,1.697792869269949
"S54","HIDE",420,"LF","rel","clr","clr","NW",630,1.5873015873015872
"S54","SPORT",422,"LF","unr","deg","deg","NW",585,1.7094017094017093
"S54","MANY",426,"HF","rel","deg","deg","NW",661,1.51285930408472
"S54","BLUE",427,"HF","rel","clr","deg","WD",685,1.4598540145985401
"S54","HURT",428,"LF","rel","deg","clr","WD",683,1.4641288433382138
"S54","POINT",429,"HF","rel","clr","deg","WD",569,1.757469244288225
"S54","CENTER",430,"HF","rel","clr","clr","WD",721,1.3869625520110958
"S54","BREATH",431,"HF","rel","clr","clr","WD",615,1.6260162601626016
"S54","HELP",434,"HF","unr","clr","clr","NW",525,1.9047619047619047
"S54","MOUTH",438,"HF","unr","clr","clr","NW",555,1.8018018018018018
"S54","VISION",441,"HF","rel","deg","deg","NW",603,1.658374792703151
"S54","OYSTER",445,"LF","rel","clr","clr","NW",570,1.7543859649122806
"S54","PUPPY",446,"LF","rel","clr","clr","WD",658,1.5197568389057752
"S54","WHEN",448,"HF","rel","clr","deg","NW",544,1.838235294117647
"S54","HOME",450,"HF","rel","deg","deg","NW",508,1.968503937007874
"S54","DOOR",454,"HF","rel","deg","deg","NW",489,2.044989775051125
"S54","COUNTRY",457,"HF","unr","deg","deg","NW",531,1.8832391713747645
"S54","POLE",458,"LF","unr","clr","deg","WD",658,1.5197568389057752
"S54","NIGHT",459,"HF","unr","clr","clr","WD",572,1.7482517482517483
"S54","WALK",462,"HF","unr","clr","deg","NW",508,1.968503937007874
"S54","SPACE",467,"HF","rel","deg","clr","NW",644,1.5527950310559007
"S54","TAKE",469,"HF","rel","clr","deg","WD",545,1.834862385321101
"S54","SKIN",472,"LF","unr","clr","deg","NW",599,1.669449081803005
"S54","STREET",474,"HF","unr","clr","deg","NW",505,1.9801980198019802
"S54","STAMP",477,"LF","unr","clr","clr","NW",639,1.5649452269170578
"S54","SHOWER",478,"LF","rel","deg","clr","WD",629,1.589825119236884
"S54","GUILT",479,"LF","unr","deg","deg","WD",712,1.404494382022472
"S55","FIGURE",4,"HF","rel","deg","clr","NW",560,1.7857142857142858
"S55","BREATH",5,"HF","unr","deg","deg","WD",550,1.8181818181818181
"S55","WRITE",9,"HF","rel","deg","deg","NW",518,1.9305019305019304
"S55","FRIEND",10,"HF","rel","clr","deg","WD",501,1.996007984031936
"S55","SKIN",15,"LF","rel","clr","deg","NW",476,2.100840336134454
"S55","BACK",17,"HF","unr","deg","clr","WD",487,2.0533880903490758
"S55","READ",20,"HF","rel","clr","deg","NW",595,1.680672268907563
"S55","ARMY",21,"HF","rel","clr","clr","WD",637,1.5698587127158556
"S55","SWIM",24,"LF","unr","clr","deg","NW",531,1.8832391713747645
"S55","CARDS",25,"LF","unr","deg","clr","WD",613,1.6313213703099512
"S55","SCARE",26,"LF","rel","clr","deg","WD",517,1.9342359767891684
"S55","SAME",28,"HF","unr","deg","clr","NW",537,1.86219739292365
"S55","MOUTH",29,"HF","rel","clr","deg","WD",553,1.8083182640144666
"S55","TRAIN",30,"LF","unr","clr","clr","WD",507,1.9723865877712032
"S55","KNOW",31,"HF","unr","deg","clr","WD",551,1.8148820326678765
"S55","BANANA",35,"LF","unr","clr","clr","NW",569,1.757469244288225
"S55","JUICE",38,"LF","unr","deg","clr","NW",628,1.5923566878980893
"S55","ALONE",39,"HF","rel","clr","deg","WD",600,1.6666666666666667
"S55","STICKY",40,"LF","unr","clr","clr","WD",581,1.721170395869191
"S55","FACE",48,"HF","unr","clr","deg","NW",537,1.86219739292365
"S55","BEAR",51,"HF","rel","clr","deg","NW",474,2.109704641350211
"S55","STAMP",52,"LF","rel","clr","clr","WD",477,2.0964360587002098
"S55","CASE",54,"HF","unr","deg","clr","NW",533,1.876172607879925
"S55","FLOOR",55,"HF","rel","deg","deg","WD",533,1.876172607879925
"S55","ORANGE",58,"LF","unr","deg","deg","NW",521,1.9193857965451055
"S55","DARK",59,"HF","rel","clr","deg","WD",455,2.197802197802198
"S55","STUDY",61,"HF","rel","deg","deg","NW",1050,0.9523809523809523
"S55","COWBOY",62,"LF","rel","clr","deg","WD",466,2.1459227467811157
"S55","SHOWER",66,"LF","unr","clr","deg","NW",615,1.6260162601626016
"S55","WOOL",68,"LF","unr","clr","deg","NW",548,1.8248175182481752
"S55","YEAR",76,"HF","rel","clr","deg","NW",850,1.1764705882352942
"S55","VISION",77,"HF","unr","clr","clr","WD",675,1.4814814814814814
"S55","FEMALE",79,"HF","unr","clr","deg","NW",658,1.5197568389057752
"S55","COAT",83,"LF","unr","clr","deg","NW",619,1.615508885298869
"S55","COUNTRY",84,"HF","rel","deg","clr","WD",538,1.858736059479554
"S55","BATH",85,"LF","unr","clr","deg","WD",556,1.7985611510791366
"S55","GLUE",89,"LF","rel","deg","clr","NW",648,1.5432098765432098
"S55","SEAFOOD",90,"LF","rel","clr","deg","WD",670,1.492537313432836
"S55","HANDS",92,"HF","rel","clr","clr","NW",715,1.3986013986013985
"S55","COLD",93,"HF","rel","clr","clr","WD",545,1.834862385321101
"S55","FROG",94,"LF","unr","clr","clr","WD",788,1.2690355329949239
"S55","MOUSE",95,"LF","rel","deg","clr","WD",1046,0.9560229445506692
"S55","THINK",96,"HF","unr","clr","deg","WD",543,1.8416206261510129
"S55","MAIL",98,"LF","unr","clr","clr","NW",438,2.2831050228310503
"S55","NICE",99,"LF","rel","deg","clr","WD",468,2.1367521367521367
"S55","WEIRD",101,"LF","rel","deg","clr","NW",564,1.7730496453900708
"S55","BREAD",105,"LF","rel","clr","deg","NW",500,2.0
"S55","DOOR",106,"HF","unr","clr","clr","WD",476,2.100840336134454
"S55","OPEN",110,"HF","rel","deg","clr","NW",643,1.5552099533437014
"S55","JACKET",111,"LF","rel","deg","deg","WD",520,1.9230769230769231
"S55","HARD",113,"HF","unr","clr","clr","NW",619,1.615508885298869
"S55","SOUND",117,"HF","unr","clr","clr","NW",672,1.4880952380952381
"S55","PLANT",118,"HF","unr","clr","clr","WD",682,1.466275659824047
"S55","PEOPLE",122,"HF","unr","clr","clr","NW",587,1.7035775127768313
"S55","HAIR",126,"HF","unr","clr","deg","NW",817,1.2239902080783354
"S55","HOTEL",128,"HF","unr","clr","deg","NW",657,1.5220700152207
"S55","NERVOUS",129,"LF","unr","deg","clr","WD",697,1.4347202295552368
"S55","GUILT",132,"LF","rel","deg","deg","NW",729,1.3717421124828533
"S55","CHANGE",134,"HF","unr","deg","clr","NW",824,1.2135922330097086
"S55","SAND",135,"LF","rel","deg","deg","WD",723,1.3831258644536653
"S55","ROUND",136,"LF","unr","clr","deg","WD",586,1.7064846416382253
"S55","CIRCLE",142,"HF","unr","deg","clr","NW",484,2.0661157024793386
"S55","MONKEY",143,"LF","rel","deg","deg","WD",553,1.8083182640144666
"S55","WALK",147,"HF","rel","clr","clr","NW",445,2.247191011235955
"S55","IDEA",149,"HF","unr","clr","deg","NW",426,2.347417840375587
"S55","WASH",151,"LF","rel","deg","deg","NW",555,1.8018018018018018
"S55","EGGS",152,"LF","unr","clr","deg","WD",481,2.079002079002079
"S55","GARDEN",155,"HF","unr","clr","deg","NW",530,1.8867924528301887
"S55","TIRED",158,"HF","rel","clr","deg","NW",468,2.1367521367521367
"S55","ANGER",160,"LF","unr","clr","deg","NW",548,1.8248175182481752
"S55","CARE",166,"HF","rel","deg","clr","NW",677,1.4771048744460857
"S55","SHINE",170,"LF","unr","deg","deg","NW",481,2.079002079002079
"S55","HOLD",172,"HF","unr","clr","deg","NW",541,1.8484288354898337
"S55","LIGHT",173,"HF","rel","deg","clr","WD",845,1.183431952662722
"S55","BALLOON",174,"LF","unr","deg","deg","WD",539,1.8552875695732838
"S55","GRASS",175,"HF","rel","deg","deg","WD",490,2.0408163265306123
"S55","HOME",176,"HF","unr","clr","deg","WD",484,2.0661157024793386
"S55","REASON",178,"HF","unr","deg","clr","NW",491,2.0366598778004072
"S55","PURPLE",180,"LF","unr","deg","clr","WD",546,1.8315018315018314
"S55","LONG",183,"HF","unr","clr","clr","NW",510,1.9607843137254901
"S55","HELP",186,"HF","rel","clr","clr","WD",544,1.838235294117647
"S55","INSECT",187,"LF","unr","deg","clr","WD",562,1.7793594306049823
"S55","RIDE",188,"HF","rel","deg","deg","WD",599,1.669449081803005
"S55","BREAK",189,"LF","unr","deg","deg","WD",518,1.9305019305019304
"S55","CENTER",190,"HF","unr","deg","deg","WD",515,1.941747572815534
"S55","DEFEND",191,"LF","rel","clr","deg","WD",577,1.733102253032929
"S55","HEAT",192,"LF","unr","deg","clr","WD",572,1.7482517482517483
"S55","EAGLE",194,"LF","unr","clr","clr","WD",482,2.074688796680498
"S55","GONE",196,"HF","unr","deg","clr","NW",587,1.7035775127768313
"S55","CHEAP",197,"LF","unr","clr","deg","WD",566,1.7667844522968197
"S55","CANDY",202,"LF","rel","deg","clr","NW",1042,0.9596928982725528
"S55","HIDE",204,"LF","unr","deg","clr","NW",602,1.6611295681063123
"S55","WITCH",208,"LF","unr","deg","deg","NW",631,1.5847860538827259
"S55","WEST",210,"HF","rel","clr","deg","NW",462,2.1645021645021645
"S55","FISH",214,"LF","rel","clr","clr","NW",599,1.669449081803005
"S55","JOKE",215,"LF","unr","deg","clr","WD",644,1.5527950310559007
"S55","CITY",219,"HF","rel","deg","deg","NW",634,1.5772870662460567
"S55","FINAL",222,"HF","rel","deg","clr","NW",625,1.6
"S55","DONKEY",223,"LF","unr","clr","deg","WD",660,1.5151515151515151
"S55","BRAVE",224,"LF","rel","deg","clr","WD",587,1.7035775127768313
"S55","PLANE",226,"HF","rel","clr","clr","NW",635,1.5748031496062993
"S55","PUPPY",236,"LF","unr","deg","deg","NW",553,1.8083182640144666
"S55","BLUE",237,"HF","unr","deg","deg","WD",652,1.5337423312883436
"S55","GUILTY",240,"LF","rel","deg","clr","WD",693,1.443001443001443
"S55","ROCKET",242,"LF","unr","deg","clr","WD",569,1.757469244288225
"S55","PLAY",243,"HF","unr","deg","deg","WD",514,1.9455252918287937
"S55","SCENT",247,"LF","unr","deg","deg","NW",976,1.0245901639344261
"S55","OCEAN",248,"LF","rel","clr","deg","WD",1337,0.7479431563201197
"S55","HEART",249,"HF","rel","clr","clr","WD",490,2.0408163265306123
"S55","PARTY",250,"HF","unr","deg","clr","WD",449,2.2271714922048997
"S55","SODA",251,"LF","rel","deg","deg","WD",546,1.8315018315018314
"S55","HUNGER",255,"LF","rel","deg","deg","NW",726,1.3774104683195592
"S55","MORNING",257,"HF","rel","clr","deg","NW",524,1.9083969465648856
"S55","TAKE",258,"HF","unr","deg","clr","WD",569,1.757469244288225
"S55","STICK",259,"LF","unr","clr","deg","WD",482,2.074688796680498
"S55","BLADE",260,"LF","rel","clr","clr","WD",456,2.192982456140351
"S55","HANGER",264,"LF","rel","clr","deg","NW",545,1.834862385321101
"S55","NAVY",265,"LF","rel","clr","clr","WD",564,1.7730496453900708
"S55","POLICE",268,"HF","unr","clr","clr","NW",546,1.8315018315018314
"S55","PUSH",269,"LF","unr","deg","clr","WD",774,1.2919896640826873
"S55","BLACK",271,"HF","unr","clr","clr","NW",670,1.492537313432836
"S55","TELL",273,"HF","rel","deg","clr","NW",675,1.4814814814814814
"S55","PEACE",275,"HF","rel","deg","deg","NW",525,1.9047619047619047
"S55","SHIRT",276,"LF","unr","deg","deg","WD",522,1.9157088122605364
"S55","FRIGHT",277,"LF","unr","clr","deg","WD",552,1.8115942028985508
"S55","STREET",280,"HF","rel","clr","deg","NW",686,1.4577259475218658
"S55","PULL",286,"HF","unr","deg","clr","NW",585,1.7094017094017093
"S55","FRONT",287,"HF","rel","deg","deg","WD",579,1.7271157167530224
"S55","SORRY",288,"HF","unr","clr","deg","WD",972,1.02880658436214
"S55","MEAN",290,"HF","unr","clr","clr","WD",457,2.1881838074398248
"S55","SCHOOL",292,"HF","unr","deg","deg","NW",533,1.876172607879925
"S55","MORE",294,"HF","rel","deg","clr","NW",525,1.9047619047619047
"S55","CORN",295,"LF","unr","clr","deg","WD",475,2.1052631578947367
"S55","THIEF",300,"LF","rel","clr","clr","NW",524,1.9083969465648856
"S55","PRESENT",301,"HF","unr","deg","clr","WD",602,1.6611295681063123
"S55","CAKE",302,"LF","rel","clr","deg","WD",470,2.127659574468085
"S55","STORM",304,"LF","unr","clr","deg","NW",610,1.639344262295082
"S55","NURSE",306,"LF","unr","clr","clr","NW",646,1.5479876160990713
"S55","FINGER",307,"HF","rel","clr","clr","WD",619,1.615508885298869
"S55","WINE",308,"HF","unr","clr","clr","WD",588,1.7006802721088434
"S55","HAVE",309,"HF","unr","clr","clr","WD",567,1.763668430335097
"S55","MAKE",313,"HF","rel","clr","clr","NW",651,1.5360983102918586
"S55","LEAD",316,"HF","unr","deg","deg","NW",1330,0.7518796992481203
"S55","FIELD",317,"HF","rel","deg","deg","WD",482,2.074688796680498
"S55","VEIN",318,"LF","rel","deg","deg","WD",550,1.8181818181818181
"S55","UNCLE",323,"HF","rel","deg","deg","NW",588,1.7006802721088434
"S55","RIGHT",325,"HF","unr","deg","deg","NW",516,1.937984496124031
"S55","ENGINE",326,"HF","unr","deg","deg","WD",531,1.8832391713747645
"S55","TUNE",329,"LF","unr","deg","deg","NW",659,1.5174506828528074
"S55","CHEAT",331,"LF","unr","deg","deg","NW",578,1.7301038062283738
"S55","RULER",335,"LF","unr","deg","clr","NW",647,1.545595054095827
"S55","JUMP",336,"LF","rel","deg","deg","WD",557,1.7953321364452424
"S55","FLOWER",338,"LF","unr","deg","deg","NW",519,1.9267822736030829
"S55","SHOE",342,"LF","rel","deg","deg","NW",694,1.440922190201729
"S55","MIND",344,"HF","rel","clr","clr","NW",493,2.028397565922921
"S55","SPOT",346,"HF","rel","deg","deg","NW",722,1.3850415512465375
"S55","DESTROY",347,"HF","unr","deg","deg","WD",584,1.7123287671232876
"S55","BOARD",349,"HF","rel","clr","clr","NW",853,1.1723329425556859
"S55","BUNNY",350,"LF","unr","clr","clr","WD",774,1.2919896640826873
"S55","BOAT",351,"HF","rel","clr","clr","WD",455,2.197802197802198
"S55","WATER",352,"HF","rel","deg","clr","WD",455,2.197802197802198
"S55","LOCK",356,"LF","rel","clr","deg","NW",603,1.658374792703151
"S55","TEAR",357,"LF","rel","deg","clr","WD",520,1.9230769230769231
"S55","GLORY",358,"LF","rel","deg","deg","WD",469,2.1321961620469083
"S55","SILVER",361,"LF","unr","clr","clr","NW",508,1.968503937007874
"S55","FATHER",364,"HF","rel","deg","deg","NW",629,1.589825119236884
"S55","DUMB",366,"LF","rel","clr","clr","NW",555,1.8018018018018018
"S55","BELL",367,"LF","unr","deg","clr","WD",561,1.7825311942959001
"S55","PRIEST",368,"LF","unr","clr","deg","WD",534,1.8726591760299625
"S55","SNAKE",370,"LF","rel","clr","clr","NW",561,1.7825311942959001
"S55","LIFE",373,"HF","unr","deg","deg","NW",675,1.4814814814814814
"S55","MANY",374,"HF","unr","clr","deg","WD",576,1.7361111111111112
"S55","POINT",380,"HF","unr","deg","clr","NW",525,1.9047619047619047
"S55","THREAD",381,"LF","rel","clr","deg","WD",523,1.9120458891013383
"S55","TIGER",386,"LF","rel","clr","clr","NW",483,2.070393374741201
"S55","STONE",387,"HF","rel","deg","clr","WD",440,2.272727272727273
"S55","HORSE",388,"HF","unr","deg","deg","WD",422,2.3696682464454977
"S55","DUCK",392,"LF","rel","deg","deg","NW",549,1.8214936247723132
"S55","EARTH",393,"HF","rel","clr","deg","WD",489,2.044989775051125
"S55","HINT",394,"LF","rel","deg","clr","WD",560,1.7857142857142858
"S55","GARBAGE",396,"LF","rel","deg","clr","NW",473,2.1141649048625792
"S55","ANSWER",400,"HF","rel","clr","clr","NW",836,1.1961722488038278
"S55","MELT",401,"LF","unr","deg","clr","WD",563,1.7761989342806395
"S55","OVEN",403,"LF","unr","clr","clr","NW",568,1.7605633802816902
"S55","BEST",404,"HF","rel","deg","clr","WD",497,2.0120724346076457
"S55","SOCCER",406,"LF","rel","clr","deg","WD",785,1.2738853503184713
"S55","HAND",408,"HF","unr","deg","deg","NW",501,1.996007984031936
"S55","HEAD",410,"HF","unr","deg","deg","NW",688,1.4534883720930232
"S55","OYSTER",411,"LF","unr","deg","deg","WD",542,1.845018450184502
"S55","PANTS",412,"LF","unr","clr","deg","WD",593,1.6863406408094435
"S55","NIGHT",414,"HF","rel","clr","deg","NW",576,1.7361111111111112
"S55","HABIT",415,"LF","unr","deg","clr","WD",538,1.858736059479554
"S55","SOUR",416,"LF","rel","deg","deg","WD",474,2.109704641350211
"S55","SMOKE",417,"HF","unr","deg","deg","WD",446,2.242152466367713
"S55","RUBBER",418,"LF","unr","deg","deg","WD",474,2.109704641350211
"S55","SMART",420,"LF","unr","clr","deg","NW",458,2.183406113537118
"S55","FIRE",421,"HF","unr","clr","clr","WD",460,2.1739130434782608
"S55","SPORT",423,"LF","rel","deg","deg","NW",425,2.3529411764705883
"S55","SHORT",424,"HF","rel","clr","deg","WD",693,1.443001443001443
"S55","DONE",427,"HF","rel","deg","clr","NW",532,1.8796992481203008
"S55","SIGN",434,"LF","rel","deg","deg","NW",555,1.8018018018018018
